"ID","UPA","EventDate","Employer","Address1","Address2","City","State","Zip","Latitude","Longitude","Primary NAICS","Hospitalized","Amputation","Inspection","Final Narrative","Nature","NatureTitle","Part of Body","Part of Body Title","Event","EventTitle","Source","SourceTitle","Secondary Source","Secondary Source Title"
"2015010085","958974",1/5/2015,"Presco Polymers, LP","1201 E Pecan",,"SHERMAN","TEXAS","75090",33.64,-96.59,"326122",1.00,0.00,,"Employee was using a handheld grinder when the blade broke, cutting his left arm above the wrist.","132","Cuts, lacerations","429","Arm(s), n.e.c.","6251","Injured by object breaking in hand ","7242","Hand grinders-powered",,
"2015010087","930455",1/5/2015,"OSS Services LLC","W1344 Industrial Dr.",,"IXONIA","WISCONSIN","53036",43.14,-88.59,"561720",0.00,1.00,"1018460","A valve on a metal detector closed on an employee's finger, causing an amputation.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","6269","Struck by swinging or slipping object, other than handheld, n.e.c.","3999","Machinery, n.e.c.",,
"2015010088","930085",1/5/2015,"ASB Greenworld Inc.","848 Lt. Brender Highway",,"FERNDALE","NEW YORK","12734",41.70,-74.77,"321219",1.00,1.00,"1016474","The employee's arm was caught at the head roller of raw material hopper Line #1.  The arm was surgically amputated to free him from the bagging machine.","1311","Amputations","420","Arm(s), unspecified","6410","Caught in running equipment or machinery, unspecified","3590","Other metal, woodworking, and special material machinery, unspecified",,
"2015010089","930475",1/5/2015,"American Eagle Nursing Home Company of Eau Claire, LLC ","2120 HEIGHTS DRIVE",,"EAU CLAIRE","WISCONSIN","54701",44.79,-91.51,"623110",1.00,0.00,"1017619","An employee received freezing tissue-related injuries when she was sprayed with liquid oxygen while filling portable tanks.","1590","Other burns, unspecified","9999","Nonclassifiable","6242","Struck by discharged object or substance","172","Cryogenic gases",,
"2015010090","930498",1/5/2015,"Kiaran McLaughlin Racing & Stable Inc.","8898 Lyons Rd",,"BOYNTON BEACH","FLORIDA","33472",26.53,-80.18,"711212",1.00,0.00,,"On or about 1/5/15 at 6:30 a.m., an employee was riding a horse back to the barn after completing morning exercises. The horse reared up, could not withstand its weight, and fell over.  This resulted in injury to the employee, breaking his femur bone.","111","Fractures","511","Thigh(s)","2313","Thrown, fell, or jumped from animal being ridden","5154","Horses and other equines ",,
"2015010091","929911",1/5/2015,"Federal Aviation Administration","250 S. Rogers Rd.",,"OLATHE","KANSAS","66062",38.87,-94.79,"926120",1.00,0.00,,"Employee slipped and fell fracturing a hip.","111","Fractures","341","Hip(s)","422","Fall on same level due to slipping ","660","Floors, walkways, ground surfaces, unspecified",,
"2015010092","930057",1/5/2015,"Sun Valley Resort","PO Box 10",,"SUN VALLEY","IDAHO","83353",43.68,-114.35,"713920",1.00,0.00,,"Snow sport ski instructor was skiing with a guest on the Roundhouse Slope when the employee fell breaking a hip.","111","Fractures","341","Hip(s)","420","Fall on same level, unspecified","6712","Mountains",,
"2015010093","930946",1/5/2015,"Precision Drilling Corp.","Thresher 55-1-12","Well 6H","MENTONE","TEXAS","79754",31.78,-103.62,"213111",0.00,1.00,,"An employee was exposed to a pinch point hazard when his left thumb was caught between the ST-80 and another metal object.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","640","Caught in or compressed by equipment or objects, unspecified","40","Parts and materials, unspecified",,
"2015010094","930383",1/5/2015,"Bryant and Frey Construction","P.O.Box 359",,"MANOR","TEXAS","78653",30.33,-97.55,"237990",1.00,1.00,,"Employee's right foot was crushed and all of the toes had to be amputated at the hospital. He will require a few days of hospitalization and rehab afterwards. The job required pulling back and laying down pipe.","1311","Amputations","532","Toes(s), toenail(s)","9999","Nonclassifiable","9999","Nonclassifiable",,
"2015010095","930392",1/5/2015,"Brookshire Grocery Company","1600 W. Southwest Loop 323",,"TYLER","TEXAS","75701",32.30,-95.32,"493110",1.00,0.00,,"An employee who had just parked was walking through the parking lot toward the building when she slipped and fell on ice, fracturing two ankle bones. She was transported to the hospital and had surgery the same day.","111","Fractures","52","Ankle(s)","422","Fall on same level due to slipping ","6660","Parking lot, unspecified","9273","Ice, sleet, snow"
"2015010097","930975",1/5/2015,"AMERICAN CIVIL CONSTRUCTORS","Intersection Highway 285 and Grant",,"GRANT","COLORADO","80448",39.45,-105.65,"236210",1.00,0.00,"1017794","A worker was installing a retaining wall next to Highway 285 when a gust of wind displaced a tree next to the highway. The tree struck the worker, resulting in back, pelvis, and ankle injuries.","1972","Soreness, pain, hurt-nonspecified injury","899","Multiple body parts, n.e.c.","6239","Struck by falling object or equipment, n.e.c.","5871","Trees","9272","High winds, gusts, turbulence"
"2015010098","930275",1/5/2015,"Boyd Granite Company, Inc.","1593 Tobe Wells Road",,"ELBERTON","GEORGIA","30635",34.18,-82.81,"327991",1.00,0.00,"1018975","Employee received electrical burns to the left hand while working on an electrical box.","1530","Electrical burns, unspecified","440","Hand(s), unspecified","510","Exposure to electricity, unspecified","4419","Electric parts, n.e.c.",,
"2015010099","930229",1/5/2015,"Scotts Company, LLC","264 Nicatou Industrial Lane",,"MEDWAY","MAINE","04460",45.62,-68.53,"488991",1.00,0.00,"1016663","An employee climbing the loader stairs in the grinder room caught his foot on the metal step tread, fell backward, and cracked ribs.","111","Fractures","310","Chest, except internal location of diseases or disorders","4330","Other fall to lower level, unspecified","6611","Stairs, steps-indoors",,
"2015010100","931226",1/5/2015,"HDT Expeditionary Systems Inc (ESG)","5455 State Rt. 307",,"GENEVA","OHIO","44041",41.80,-80.94,"333415",0.00,1.00,"1017348","An employee, who had gloves on, was using a powered drill tool to drill into an unsupported block of wood.  The employee was holding the block of wood in his hands. When the employee actuated the drill, the glove got caught, resulting in a partial amputation of the thumb.","1311","Amputations","4420","Finger(s), fingernail(s), unspecified","6252","Injured by slipping or swinging object held by injured worker","7213","Drills-powered","9111","Belts, gloves, neckties, scarves"
"2015010101","930281",1/5/2015,"John F. Shea Company, Inc.","1 Main Street",,"BERKLEY","MASSACHUSETTS","02779",41.84,-71.08,"238160",1.00,0.00,,"A roofer slipped on the ridge of a roof while securing roofing felt paper.  When he slipped, his nail gun came into contact with his work boot and activated, firing a nail through the boot and into his big toe.  The worker was admitted to Carney Hospital for several days during which several surgeries were performed.","133","Puncture wounds, except gunshot wounds","532","Toes(s), toenail(s)","6242","Struck by discharged object or substance","4212","Nails, brads, tacks, nuts, bolts, washers","7235","Nail guns-powered"
"2015010102","930243",1/5/2015,"Everglades Harvesting","1331 Commerce Dr",,"LABELLE","FLORIDA","33935",26.74,-81.42,"115115",1.00,0.00,,"On or about 1/5/15 at 5:30 PM, an employee was admitted to the hospital to be treated for swelling and an abscess.","5115","Inflammation, swelling-general","9999","Nonclassifiable","9999","Nonclassifiable","9999","Nonclassifiable",,
"2015010103","930299",1/5/2015,"Liberty Tire Recycling, LLC","9675 Range Line Rd",,"PORT SAINT LUCIE","FLORIDA","34987",27.31,-80.46,"326212",1.00,0.00,"1016802","On or about 1/5/15, at 7:45 AM, an employee supervising the first shift noticed material buildup in the conveyor and decided to clean it.  She got caught in one of the belt conveyors, breaking both her bones from her forearm.","111","Fractures","423","Forearm(s)","6411","Caught in running equipment or machinery during maintenance, cleaning ","3421","Conveyors-belt",,
"2015010104","930141",1/5/2015,"ABB Inc. ","500 W. Highway 94",,"JEFFERSON CITY","MISSOURI","65101",38.60,-92.17,"335311",1.00,0.00,"1016999","Employee 1 and employee 2 were operating a welding robot in the fabrication department.  Employee 1 was loading a fin bank into the welding cell and was walking backwards into the welding cell while operating an overhead crane. Employee 1 stepped backwards into an open pit and fell approximately 8 feet. Employee 1 sustained the following injuries: fractured pelvis at both hip sockets, fractured ribs, fractured right elbow, fractured right shoulder.  Employee 1 is hospitalized at University Hospital in Columbia, Missouri.","111","Fractures","899","Multiple body parts, n.e.c.","4322","Fall through surface or existing opening 6 to 10 feet","6629","Floor, n.e.c.",,
"2015010105","931282",1/5/2015,"PIGGLY WIGGLY SOUTH OPELOUSAS, LLC ","8410 Highway 182",,"OPELOUSAS","LOUISIANA","70570",30.55,-92.07,"445110",1.00,0.00,,"An employee was wrapping meat using an automatic wrapper and putting the meat into a tall/mini shelving rack in the refrigerated market/area. The employee then transported the meat to the sale floor area.  On her way back to the market area, the employee slipped and fell to the floor.  The floor was wet from condensation.","10","Traumatic injuries and disorders, unspecified","9999","Nonclassifiable","422","Fall on same level due to slipping ","6620","Floor, unspecified","9521","Water"
"2015010106","933257",1/5/2015,"Creaction Industries, LLC","8710 NW 100st",,"MEDLEY","FLORIDA","33178",25.86,-80.34,"321212",1.00,1.00,"1020729","Employee using a table saw amputated his right index finger and his right middle finger. ","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","6311","Struck against moving part of machinery or equipment","3573","Table saws",,
"2015010107","931192",1/5/2015,"Aramark Corporation","701 North San Jacinto",,"HOUSTON","TEXAS","77002",29.76,-95.35,"561612",1.00,0.00,,"Employee was walking, rolled on his ankle, and broke his ankle.","111","Fractures","52","Ankle(s)","419","Slip or trip without fall, n.e.c.","562","Bodily motion or position of injured, ill worker","660","Floors, walkways, ground surfaces, unspecified"
"2015010108","930276",1/5/2015,"Akzo Nobel Aerospace Coatings","1 E. Water St.",,"WAUKEGAN","ILLINOIS","60085",42.35,-87.82,"325510",1.00,0.00,,"Employee injured her hip and was hospitalized after she slipped and fell on the wet floor.","1972","Soreness, pain, hurt-nonspecified injury","341","Hip(s)","422","Fall on same level due to slipping ","6620","Floor, unspecified","9520","Liquids, unspecified"
"2015010109","931136",1/5/2015,"Rocky Mountain Electric, LLC","O St & County Rd 39 1/2",,"GREELEY","COLORADO","80631",40.41,-104.69,"238210",1.00,0.00,,"On Monday, January 5, 2014, an employee slipped on ice while walking to his work truck at a job site.  The employee sustained an injury to his neck and was admitted to the hospital that day.","1972","Soreness, pain, hurt-nonspecified injury","20","Neck, except internal location of diseases or disorders","422","Fall on same level due to slipping ","562","Bodily motion or position of injured, ill worker","9273","Ice, sleet, snow"
"2015010110","931118",1/5/2015,"Hospira, Inc.","275 North Field Drive","Building H2","LAKE FOREST","ILLINOIS","60045",42.24,-87.89,"325412",1.00,0.00,,"Employee was walking from her car and slipped and fell in the parking lot. Employee was transported to the hospital by ambulance and was admitted.","10","Traumatic injuries and disorders, unspecified","9999","Nonclassifiable","422","Fall on same level due to slipping ","6660","Parking lot, unspecified",,
"2015010112","932600",1/5/2015,"Carle's Bratwurst Inc.","1210 E. Mansfield St.",,"BUCYRUS","OHIO","44820",40.81,-82.96,"424470",0.00,1.00,"1019806","On or about January 5, 2015, an employee suffered a partial amputation of the fingertip while using the patty-making machine.","1311","Amputations","4422","Fingertip(s)","60","Contact with objects and equipment, unspecified","3719","Food and beverage processing machinery-specialized, n.e.c.",,
